"Month","Date","Cell","Line","Machine","Machine No","Shift","Category","Time","Problem","Cause Why1","Cause Why2","Cause Why3","Cause Why4","Cause Why5","Action","Counter Measure","Problem Category","Breakdown Category","Is Action Temporary?","Done By","Status"
"May","03-05-2024 T09:00","Final Assy","FA-NWP3","FAL2-ENG-HT","EEAT-126","","CM Entry","90","Production Box count over(HV 4.5)","","","","","","PM Done.","","Mechanical","Wear","No","Indrajit Behera","OK"
"May","03-05-2024 T06:15","Final Assy","ENG Sealer Block-03","Air Blow-03","EEAT-225","","CM Entry","120","Door Broken.","","","","","","New Door Made with Lazer Machine.","","Mechanical","Part-Failure","No","Indrajit Behera,Mukesh","OK"
"May","03-05-2024 T12:00","Final Assy","Spot Block-2","3D-03","EEAT-077","","BD with No Loss","10","Machine not taking card in auto running mode.","","","","","","Machine restarted.","","Electrical","Communication","Yes","Indrajit Behera","OK"
"May","02-05-2024 T06:00","Final Assy","FA-WP2","","","A","CM Entry","90","Tester cover screw not available","","","","","","All testers screw and cover closed","","Mechanical","Human","No","Indrajit Behera","OK"
"May","02-05-2024 T10:45","Final Assy","FA-AB2","FAL2-AB-LT","EEAT-128","","PED Support","30","New Model tester ready setting verify","","","","","","PS591 Board all Dip switch and Board ID verified as per drawing.","","Electrical","Design","No","Anshul Gupta,Jaydev Mal,Mukesh","OK"
"May","02-05-2024 T12:00","Final Assy","FA-WP3","Air Leak","EEAT-160","","CM Entry","90","CBMU Airleak BackUp required","","","","","","Image Back Up File created from new CBMU PC for FA-3 WP Air Leak Hang Issue","","Electrical","Process","No","Anshul Gupta,Jaydev Mal","OK"
"May","02-05-2024 T06:00","Final Assy","ENG Sealer Block-03","Spray Sealer","EEAT-226","","CM Entry","20","Pallet Lock checking for open pallet pokayoke","","","","","","Pallet lock Poka Yoke checked and verified for working and then M/C handover to PRD.","","Mechanical","Process","No","Anshul Gupta","OK"
"May","04-05-2024 T14:30","Final Assy","FA-WP2","Silicon All-round","EEAT-081","B","CM Entry","120","Dispenser was n.g ","","","","","","Robo Dispenser All seal change done ","","Mechanical","Process","No","Gagandeep","OK"
"May","04-05-2024 T15:10","Mounting","Laser Line-1","Laser Marking + Cleaner","EETP-046","","CM Entry","10","PCB Not pass in unloader ","","","","","","Sensor side dust coming so sensor was not on so sensor clean after that ok ","","Mechanical","Process","No","Gagandeep","OK"
"May","04-05-2024 T14:30","Final Assy","FA-WP4","SILICON BELOW CONNECTOR","EEAT-202","","CM Entry","10","O check n.g coming ","","","","","","O check N.G Coming so 0 check jig clean and sensor clean after that ok ","","Electrical","Design","No","Gagandeep","OK"
"May","04-05-2024 T16:30","Final Assy","ENG Sealer Block-03","Flash Writing","EEAT-211","","CM Entry","10","Machine PC Was not on ","","","","","","Machine PC Was not on so machine one time restart after that ok ","","Electrical","","No","Gagandeep","OK"
"May","04-05-2024 T14:30","Final Assy","","","","B","PED Support","420","New machine product setup-CBMU","","","","","","System check from page no-7 to page no-26 completed","","Both","","No","Subhash Sheoran,Gagandeep,Sandeep Dhama","OK"
"May","04-05-2024 T21:20","Final Assy","","","","B","PED Support","70","New Machine product set-up","","","","","","PS-596 Board all connector reconnect for ICC-01 & baseboard VO board reconnect,After this step No:-175 to 183 check found ok","","Electrical","","No","Subhash Sheoran,Sandeep Dhama","NG"
"May","04-05-2024 T23:30","","","","","C","PED Support","240","System check Step NG","","","","","","VO ID-2 board change with tool room (New)","","Both","Communication","No","Ujjawal,Jatinder Singh","NG"
"May","05-05-2024 T06:15","Final Assy","ENG Sealer Block-03","Air Blow-03","EEAT-225","A","BD with No Loss","45","Door broken","","","","","","Replaced new door & door stopper.","","Mechanical","Design","No","Subhash Sheoran,Gagandeep","OK"
"May","05-05-2024 T08:30","Final Assy","FA-WP2","Silicon Below","EEAT-080","","CM Entry","90","Silicon drop during running production from dispenser unit ","","","","","","Dispenser unit changed with spare.","","Mechanical","Part-Failure","No","Subhash Sheoran,Sreekanth Sasi","OK"
"May","05-05-2024 T10:15","Mounting","MA4","Reflow Oven","EETP-059","A","CM Entry","30","Zone 6 lower over load error coming ","","","","","","Try to reset error but error again and again come ,Finaly blower manual move by hand after that ok","","Mechanical","Design","No","Gagandeep","OK"
"May","05-05-2024 T12:30","Final Assy","ENG Sealer Block-03","Spray Sealer","EEAT-226","A","CM Entry","40","Pallet open while flipping","","","","","","One metal stopper added for catching unlock pallet ","Kaizen done for stop the unlock pallet","Mechanical","Part-Failure","No","Sreekanth Sasi","OK"
"May","05-05-2024 T13:40","Final Assy","ENG Sealer Block-03","Spray Sealer","EEAT-226","","BD with No Loss","95","Machine not in auto run","","","","","","","Sensor changed with new one.","Electrical","Human","No","Subhash Sheoran,Sreekanth Sasi,Anshul Gupta,Gagandeep","OK"
"May","06-05-2024 T06:15","Final Assy","","","","A","BD with No Loss","15","Nozzle Check fault.","","","","","","Check & Found sensor continue on without spray so Sensor cleaned after that ok..","","Electrical","","No","Neeraj","OK"
"May","06-05-2024 T06:10","Final Assy","FA-WP4","SILICON BELOW CONNECTOR","EEAT-202","A","BD with No Loss","10","Nozzle centering NG","","","","","","Nozzle open and cleaning done then installed found ok","","Mechanical","Process","No","Ujjawal,Subhash Sheoran","OK"
"May","06-05-2024 T06:10","Mounting","AOI-6","PCB Inverter","EETP-091","","BD with No Loss","10","Product transfer error ","","","","","","Found 3D machine belt come out from fixed side,Belt and roller check found ok.,So belt installed after cleaning ","","Mechanical","Process","No","Ujjawal","OK"
"May","06-05-2024 T06:00","Mounting","MA4","Reflow Oven","EETP-059","","BD with No Loss","10","Temp. controller trouble ","","","","","","Machine restart the ok","","Electrical","Design","No","Ujjawal","OK"
"May","06-05-2024 T06:40","Mounting","MA3","YS Loader","EETP-033","","BD with No Loss","5","Chuck error coming","","","","","","PCB Available on guide ,PCB Take out and check machine side found no any abnormality ,So start the production found ok","","Both","Process","No","Ujjawal","OK"
"May","06-05-2024 T06:30","Final Assy","FA-WP3","Air Leak","EEAT-160","","BD with No Loss","5","Daily check value NG coming","","","","","","Give offset after that ok",".","Both","Design","No","Neeraj","OK"
"May","06-05-2024 T11:05","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","A","BD with No Loss","10","Sealer coming on prohibited area <  R1 side  of ISS BMU>","","","","","","Spray width Checked - 10.78.So Nozzle fully close then set in 315 degree after that auto spray on .Now width 10.0 after that ok.",".","Mechanical","Design","No","Ujjawal,Neeraj","OK"
"May","06-05-2024 T11:45","Final Assy","AB Sealer Block-02","Spray Sealer","EEAT-215","A","PED Support","15","","","","","","","Exhaust data checked as per PED request.","NA","","","No","Neeraj","OK"
"May","06-05-2024 T13:40","","","","","A","BD with No Loss","10","Photic level of paste check sensor has dropped","","","","","","Paste check sensor continues on due to paste come front of sensor,Squeegee side plate alignment done ","","Both","Process","No","Ujjawal","OK"
"May","06-05-2024 T11:00","Final Assy","","","","A","PED Support","120","CBMU ICC1 system check not OK","","","","","","Step 5000 its OK as per DNJP support.,Step no.160~164 not coming as per DNJP support.","","Both","Part-Failure","No","Ujjawal,Subhash Sheoran","NG"
"May","06-05-2024 T10:30","Final Assy","","","","A","Documentation","360","","","","","","","All Final Assy and CB - PM Point Category List Preparation","","","","No","Sreekanth Sasi",""
"May","06-05-2024 T15:00","Final Assy","FA-NWP3","Silicon All Round","EEAT-177","B","CM Entry","10","Robot fault coming ","","","","","","Pandate side no power come ,Robot controller restart after that ok ","","Electrical","Design","No","Gagandeep,Indrajit Behera","OK"
"May","06-05-2024 T17:00","Final Assy","FA-NWP3","Silicon All Round","EEAT-177","","CM Entry","180","Spare part inventory ","","","","","","Part list making ","","Both","Human","No","Gagandeep","OK"
"May","06-05-2024 T17:00","Final Assy","ENG Sealer Block-01","","","","CM Entry","180","ECU 4 N.G Coming","","","","","","Ecu 4 all pin cleaning done ,Hand over to prd  master check pending ","","Electrical","Part-Failure","No","Gagandeep","OK"
"May","06-05-2024 T17:00","Final Assy","FA-AB3","DNHA-AB3-RT-01","EEAT-192","B","CM Entry","10","","","","","","","Base jig side (Right side ) spring  broken,Finally broken spring change with new spare after that ok ","","Mechanical","Wear","No","Jatinder Singh,Indrajit Behera","OK"
"May","06-05-2024 T19:00","Meter Assy","","","","B","BD with No Loss","60","Meter-2-Dial Assy.-No pokayoke working","","","","","","Check all sensor working ok,Restart machine but not ok so finally check Jig side pin not properly Insert with base jig so again properly reconnect then ok","","Both","Process","Yes","Jatinder Singh,Sandeep Dhama","OK"
"May","06-05-2024 T19:00","Final Assy","","","","","PED Support","165","New Machine Product Setup-CBMU-ICC01","","","","","","For ICC-01 NG Steps first check continuity & all connection reconnect then NG Steps ok,ICC-01 Step No:-160 to 175 Step system check done after activity found result ok","","Both","","Yes","Jatinder Singh,Gagandeep,Sandeep Dhama","OK"
"May","06-05-2024 T17:00","","","","","B","Documentation","180","Tool room inventory","","","","","","tool room inventory ","","","","No","Gagandeep,Indrajit Behera",""
"May","06-05-2024 T05:01","","","","","B","Documentation","1012","","","","","","","","","","","Yes","Sandeep Dhama",""
"May","06-05-2024 T09:29","","","","","","Documentation","26","","","","","","","","","","","Yes","Sandeep Dhama",""
"May","06-05-2024 T19:00","","","","","","PED Support","180","Activity for new model setup","","","","","","Troubleshooting For system check n.g,System check done ok ","","Electrical","","No","Jatinder Singh,Gagandeep,Sandeep Dhama",""
"May","06-05-2024 T07:00","Final Assy","AB Sealer Block-01","Flash-05","EEAT-113","B","BD with No Loss","30","Probe holder ecu-4 NG. continue master fail","","","","","","ECU-4 NG coming.","","","","Yes","Sandeep Dhama",""
"May","06-05-2024 T18:10","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","B","BD with No Loss","10","Sealer miss issue","","","","","","'Sealer miss issue at R2 side so pressure adjusted then ok","","Electrical","","No","Sandeep Dhama","OK"
"May","06-05-2024 T15:30","","","","","B","Documentation","30","","","","","","","","","","","No","Indrajit Behera",""
"May","06-05-2024 T07:00","","","","","B","Documentation","211","","","","","","","Final Assy line all PM points added on the category file. ","","","","Yes","Sandeep Dhama",""
"May","04-05-2024 T08:00","Final Assy","FA-NWP3","Spray Sealer M/C","EEAT-027","A","BD with No Loss","10","Sealer miss problem coming on DC1A R1","","","","","","Prog. modified, but not improve,Prog. modified, but not improve,Shot no-8, Y value  change from 486.1 to 485.1,Shot no -15, Length change 78 to 79 & Y Position change from 550.6 to 549.0","","Electrical","","No","Jaydev Mal","NG"
"May","04-05-2024 T13:40","Final Assy","FA-WP2","VCS-10","EEAT-057","A","BD with No Loss","10","App. Stop at executing process","","","","","","During running barcode read error coming.,Product take out And M/c restart, After that OK","","Electrical","Communication","No","Jaydev Mal,Mukesh","OK"
"May","07-05-2024 T10:40","Mounting","MA2","CM212-3","EETP-016","A","CM Entry","15","Z Height Pickup Error Coming ","","","","","","Found Tray no 6 was empty but every cycle machine use this tray,Check in quantity data side this tray was full show,So new tray install after that ok ","","","Human","No","Gagandeep","OK"
"May","07-05-2024 T10:15","Mounting","MA3","YS Loader","EETP-033","","CM Entry","15","Chuck error coming ","","","","","","Chuck error coming when chuck move halfway ,so Check and found diagonal sensor was disturb  ,Diagonal sensor adjust after that ok ","","Mechanical","Design","No","Gagandeep","OK"
"May","07-05-2024 T06:20","Mounting","MA4","NPM-02","EETP-104","","CM Entry","250","Machine hang ,Change over time YJCR1 TO YJCR2","","","","","","Machine restart after that ok ","","Electrical","","Yes","Gagandeep","OK"
"May","07-05-2024 T06:50","Mounting","MA5","NPM-4","EETP-102","","CM Entry","10","Machine hang ,change over BMUR2 TO HV5.0","","","","","","","","Electrical","","Yes","Gagandeep","OK"
"May","07-05-2024 T06:00","Mounting","MA5","NPM-4","EETP-102","","Documentation","120","","","","","","","Major breakdown report make ","","Electrical","","Yes","Gagandeep","OK"
"May","07-05-2024 T06:15","","","","","A","CM Entry","180","Shut down parts preparation of spot soldering","","","","","","Spot-1 & Spot-3 all parts list made which one required in Bath cleaning.,Confirm from tool room side in actual location.,N-Pot "Frame plate & Intermediate plate not available in tool-room.,Problem due to Its both parts quotation not coming from maker side.,Denso JAPAN have shutdown.,Today maker side call & confirm , may be today quotation prepared from DNJP.","","","","No","Subhash Sheoran",""
"May","07-05-2024 T08:00","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","A","BD with No Loss","130","Sealer coming on prohibited area in ISS BMU R1 side.","","","","","","Offline program study & Modify .","","Mechanical","Design","No","Neeraj","OK"
"May","07-05-2024 T10:45","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","","PED Support","45","","","","","","","Teaching Checked  of ISS BMU R2 side in modify pallet  as per PED request .","","Mechanical","","No","Neeraj","OK"
"May","07-05-2024 T13:00","Mounting","MA7","FLIPPER+CLEANER","EETP-139","A","CM Entry","105","PCB Transfer error coming ","","","","","","Belt was not move one side ,Belt move diagonal so electrical connection check ok ,Finally gear box plate adjust ","","Mechanical","Design","No","Gagandeep","OK"
"May","07-05-2024 T14:40","Mounting","MA4","NPM-04","EETP-056","B","BD with No Loss","5","Theta-1 axis overload error coming  ","","","","","","Finally, Theta-1 axis manually move and m/c origin after thta m/c run ok ","","Both","Process","Yes","Indrajit Behera","OK"
"May","07-05-2024 T16:00","Final Assy","ENG Sealer Block-03","Flash Writing","EEAT-211","","BD with No Loss","10","","","","","","","","","Electrical","Part-Failure","Yes","Indrajit Behera","OK"
"May","07-05-2024 T16:45","","","","","B","Documentation","120","","","","","","","FA line all pending request sheet corrected & approved and send to PRD. ,FA & MA pending B/D request send to MTD HOSS","","","","No","Sreekanth Sasi",""
"May","07-05-2024 T17:00","Final Assy","ENG Sealer Block-03","Spray Sealer","EEAT-226","B","BD with No Loss","5","Extra sealer coming on connector side,,Coat -2 width check found  -10.50mm","","","","","","Finally coat-2 width adjustment 10.50 To 9.50mm after that ok","","Mechanical","Process","No","Indrajit Behera","OK"
"May","07-05-2024 T16:00","Final Assy","ENG Sealer Block-01","","","B","Documentation","270","New daily check sheet cocreation. ","","","","","","Some line new daily check preparation ","","","","Yes","Dipshikha",""
"May","07-05-2024 T20:45","Final Assy","","","","B","Documentation","75","Misjudgment data ","","","","","","Midsegment data taken & fill-up in System  ","","","","Yes","Dipshikha",""
"May","07-05-2024 T21:40","Final Assy","AB Sealer Block-01","Flash-05","EEAT-113","B","BD with No Loss","10","Multiple step NG coming,ECU-2NG coming  (560B ,AC AUTO)","","","","","","ok master check found ok,After that m/c run ok',Suspected product side issue ","","Electrical","Part-Failure","No","Indrajit Behera","OK"
"May","04-05-2024 T09:50","Final Assy","ENG Sealer Block-03","MRC","EEAT-219","A","BD with No Loss","35","Inspection error.","","","","","","During inspection M/c stop & this error coming,Error reset & M/c homing , Part take out .,Again start but same error coming & M/c not run,PED check & found Main server was OFF. Due to breaker trip from Main panel,So ON it ,After that OK.","","Electrical","Communication","No","Jaydev Mal","OK"
"May","04-05-2024 T11:50","Final Assy","FA-AB2","FAL2-AB-RT1","EEAT-134","","CM Entry","90","771 Model harness Ground pin 1&2  receptical broken ","","","","","","Receptical change with spare, Then soldering done. Then OK.","","Mechanical","Human","No","Jaydev Mal,Mukesh","OK"
"May","04-05-2024 T13:00","Final Assy","FA-WP3","Air Leak","EEAT-160","","CM Entry","70","Activity Air leak M/c spare PC backup hdd preparation","","","","","","Backup Hdd make from CBMU line Air leak  PC.,Then check on  spare PC found ON OK.","","Electrical","Design","No","Anshul Gupta,Jaydev Mal","OK"
"May","07-05-2024 T00:15","Mounting","Laser Line-2","Laser Marking + Cleaner","EETP-099","","BD with No Loss","10","QR Reading Fault","","","","","","QR Scanner Tuning done.","","Electrical","Process","No","Anshul Gupta,Jaydev Mal,Dalip Khajuria,Mukesh","OK"
"May","06-05-2024 T22:45","Final Assy","FA-WP4","AIR LEACK CHECK","EEAT-209","C","BD with No Loss","5","Daily check Pressure B NG","","","","","","Offset given in Pressure B","","Electrical","Design","No","Jaydev Mal,Dalip Khajuria","OK"
"May","06-05-2024 T23:45","Final Assy","ENG Sealer Block-01","Flash-01","EEAT-021","","BD with No Loss","10","M.J. Coming on sequence No. 55 (YCA)","","","","","","Probe Holder Main Connector Reconnected (Writer)","","Electrical","Human","No","Jaydev Mal","OK"
"May","07-05-2024 T04:25","Final Assy","ENG Sealer Block-02","Flash writing","EEAT-148","","BD with No Loss","15","Ready signal not coming","","","","","","Cover close conformation not coming ,Sensor cable was pressed with cover, So cable dressing  properly, Then OK.","","Electrical","Communication","No","Anshul Gupta,Jaydev Mal,Dalip Khajuria","OK"
"May","08-05-2024 T02:30","Final Assy","FA-WP3","3W Gel-03","EEAT-152","A","PRD Support","40","","","","","","","Gel accumulated in Plunger pump, So clean it as per PRD request","Plunger pump seal will be change on sunday","Mechanical","Wear","Yes","Jaydev Mal,Dalip Khajuria,Mukesh","OK"
"May","08-05-2024 T04:30","Final Assy","FA-WP4","SILICON BELOW CONNECTOR","EEAT-202","","PRD Support","20","","","","","","","As per PRD request PAIL CAN-1, empty limit switch adjust ,5mm down. Toal 10 mm down","","Mechanical","Design","No","Jaydev Mal,Dalip Khajuria","OK"
"May","07-05-2024 T11:20","Final Assy","FA-WP3","Air Leak","EEAT-160","A","BD with No Loss","10","Machine hang issue.","","","","","","USB-2 re-connect after that ok.","","Electrical","Design","Yes","Neeraj","OK"
"May","07-05-2024 T12:00","Final Assy","","","","A","PED Support","120","System check step no.160 N.G coming","","","","","","PS596-A(1) & PS596-A(2) board power connection Reconnected after that its OK.","","Electrical","Communication","No","Subhash Sheoran,Sandeep Dhama","OK"
"May","08-05-2024 T09:00","Mounting","MA7","QR CONVEYOR","EETP-141","A","CM Entry","45","PCB TRANSFER ERROR COMING ","","","","","","PCB Transfer error coming ,Found Stoper Push the belt when belt joint come ,Now stoper some height adjust after that ok ","","Mechanical","Design","No","Subhash Sheoran,Sreekanth Sasi,Gagandeep","OK"
"May","08-05-2024 T12:10","Final Assy","FA-WP3","Air Leak","EEAT-160","A","BD with No Loss","8","Machine hang issue .","","","","","","USB-2 re-connect & Application restart after that ok.","","Electrical","Design","Yes","Neeraj","OK"
"May","08-05-2024 T12:40","Final Assy","FA-WP3","Silicon All-round","EEAT-156","","Documentation","40","","","","","","","Silicon Machine pail can unit part ordering ongoing.","","Electrical","","No","Neeraj","OK"
"May","08-05-2024 T08:10","Final Assy","FA-WP4","FILTER ASSY","EEAT-200","A","BD with No Loss","20","Mushroom head unit stuck problem was coming.","","","","","","Mushroom head unit cleaned after that ok.","","Mechanical","","No","Neeraj,Gagandeep","OK"
"May","08-05-2024 T11:47","Mounting","MA7","DUAL LANE QR CODE READING CONVEYOR","EETP-147","A","BD with No Loss","133","PCB stuck between reflow & Dual Lane conveyor .","","","","","","Showed the problem to DJK . Now activity ongoing by DJK.","","Mechanical","Design","No","Neeraj,Gagandeep","NG"
"May","08-05-2024 T09:30","","","","","A","Documentation","90","Shutdown plan making","","","","","","Cell block and FA machines shut down plan made.","","","","No","Sreekanth Sasi",""
"May","08-05-2024 T08:00","Final Assy","","","","A","PED Support","360","New line set-up for CBMU modal","","","","","","System check on going.,Step no.550 to 907 completed.,Today 14 page complet.","","Both","","No","Subhash Sheoran","OK"
"May","08-05-2024 T11:30","","","","","","Documentation","150","Cell block daily check sheet arrangement","","","","","","Daily check sheet arranged according to machine wise  of all Sealer block lines.,ENG Sealer block-1,2 & 3 and AB Sealer block-1 &2","","","","No","Sreekanth Sasi",""
"May","08-05-2024 T09:06","Mounting","","","","","CM Entry","20","PCB stucked","","","","","","OC-1 alignment done after that OK","","Mechanical","Design","No","Subhash Sheoran","OK"
"May","08-05-2024 T15:40","Mounting","MA4","NPM-04","EETP-056","B","BD with No Loss","5","Theta-1 axis over load error coming,","","","","","","Finally manually move and m/c origin after that m/c run ok  ","","Electrical","Process","Yes","Indrajit Behera","OK"
"May","08-05-2024 T16:00","Final Assy","FA-AB1","HT Chamber-01","EEAT-116","B","BD with No Loss","10","DOOR nO-2 LOCK BROKEN","","","","","","Finally lock change with new spare ,After that ok","","Mechanical","Wear","No","Indrajit Behera","OK"
"May","08-05-2024 T17:40","Mounting","MA7","SOLDER PASTE PRINTING","EETP-140","B","BD with No Loss","10","Temperature of m/c is out of range error coming ","","","","","","Finally squeegee head unit move in m/c front side  then  wait  temp. down ,Now m/c origin done ,After that m/c run ok ","Request to prd operator model change over time squeegee head move in m/c front side ,Due to air circulation properly,","Both","Process","No","Indrajit Behera","OK"
"May","08-05-2024 T20:30","Final Assy","FA-AB1","FAL-AB-LT","EEAT-115","B","BD with No Loss","30","Continue card failed at step No-30","","","","","","Finally harness change by PRD,Then ok master check found ok ,After that m/c run ok ,Off line NG harness open and all pin cleaning  done,After that harness install and ok master check found ok,After that product check found ok","","Electrical","Part-Failure","No","Indrajit Behera","OK"
"May","08-05-2024 T17:00","","","","","B","Documentation","180","Spare parts inventory  ","","","","","","Spare parts on going ","","","","Yes","Indrajit Behera,Dipshikha",""
"May","08-05-2024 T15:00","","","","","B","PED Support","240","New line machine setup","","","","","","System check activity CBMU RT-2 (50% completed)","","Electrical","","No","Ujjawal,Sandeep Dhama","OK"
"May","08-05-2024 T20:00","Mounting","MA2","","","C","Documentation","150","Daily Check sheet checking activity","","","","","","Daily Check sheet checking done","","","","No","Jatinder Singh","OK"
"May","08-05-2024 T20:00","","","","","","PED Support","150","PLC Tester system check NG Step check activity (PWC Line)","","","","","","System check NG Step check found some step OK coming.","","Electrical","","No","Ujjawal","OK"
"May","07-05-2024 T01:20","Mounting","MA4","NPM-02","EETP-104","C","CM Entry","10","","","","","","","During model change over this problem come, so machine power off/on , after that ok","","Electrical","Design","Yes","Mangal Ram Kanwar,Dalip Khajuria","OK"
"May","07-05-2024 T04:00","Final Assy","FA-WP4","PRE-PKG AUTO SCREW MACHINE","EEAT-204","C","CM Entry","5","minimum angle error coming","","","","","","1st screw tightening time this error come, so this product take out & another product run ok ","","Mechanical","Design","No","Mangal Ram Kanwar","OK"
"May","07-05-2024 T02:00","Final Assy","Spot Block-1","3D-04","EEAT-028","C","CM Entry","10","Live monitor image more britness problem","","","","","","During runing live image side more britness looking, so britness adjustment done","","Electrical","Process","No","Mangal Ram Kanwar","OK"
"May","08-05-2024 T00:30","Mounting","MA2","SPI","EETP-044","C","CM Entry","10","Pcb transfer error coming","","","","","","Spi inlet conveyer alignment disturb found, so alignment done,, after that ok","","Mechanical","Process","No","Mangal Ram Kanwar,Mukesh","OK"
"May","09-05-2024 T06:30","Mounting","MA4","SPG","EETP-053","A","CM Entry","25","Support Pin drop by mistake ","","","","","","Open front and rear cover and try to found support pin  but not found,Now machine run with another machine support pin use ","","Mechanical","Human","No","Gagandeep","OK"
"May","09-05-2024 T06:20","Mounting","MA7","UNLOADER","EETP-151","","CM Entry","10","Machine master not on ","","","","","","IAI Unit not initiali,One time machine restart after that ok ","","Electrical","Communication","No","Gagandeep","OK"
"May","09-05-2024 T09:00","Final Assy","","","","A","PED Support","240","New machine set-up for new products","","","","","","System check on going,Today page no.47 & page no.62~69 completed.,From Step no.1000 above steps not coming,Check SV32S ID=0 board not showing in,Check & found its USB cable not connected,Now connect the USB cable SV032S board after that OK.","","Electrical","","No","Subhash Sheoran,Sandeep Dhama","OK"
"May","09-05-2024 T06:30","Final Assy","","","","","CM Entry","120","Regulated power supply output was not ON","","","","","","Open power supply & circuit check on going","","Electrical","Part-Failure","Yes","Subhash Sheoran","OK"
"May","09-05-2024 T15:00","Final Assy","FA-WP2","HT Chamber-05","EEAT-022","B","BD with No Loss","20","Door No-2 not close,Door No-2 lock broken","","","","","","Finally broken lock change with new spare after that ok","","Mechanical","Wear","No","Indrajit Behera","OK"
"May","09-05-2024 T14:50","Mounting","AOI-5","3D-05","EETP-070","B","BD with No Loss","10","Inspection process not working","","","","","","Application close/open but same,,Finally one time m/c re-start after that m/c origin then m/c run ok ","","Both","Communication","Yes","Indrajit Behera","OK"
"May","09-05-2024 T18:25","Mounting","MA7"," TRAVERSER WITH PUSHER CONVEYOR","EETP-150","B","BD with No Loss","10","Pusher retract error coming","","","","","","PCB Insert into stocker and pusher move to back (Home position),Found QR With pusher conveyor M/C  have ILNB Error coming.,ILNB Error reset from ILNB Laptop and machine origin done then OK","","Both","Design","Yes","Ujjawal,Indrajit Behera","OK"
"May","09-05-2024 T15:45","Final Assy","FA-WP4","PRE-PKG AUTO SCREW MACHINE","EEAT-204","B","Documentation","15","Description of the current purchase order (PO).","","","","","","Purchase order part list and photo slide made.,After that mailed to maker .","","","","No","Sreekanth Sasi",""
"May","09-05-2024 T16:00","Final Assy","FA-WP4","PRE-PKG AUTO SCREW MACHINE","EEAT-204","","Documentation","150","New daily check sheet checking","","","","","","All Sealer block lines and Cell sensor lines daily check sheet check and corrected. ,After that signed the all sheets.,AB Sealer Block-1 & 2, ENG Sealer block-1 & 3 and Cell sensor line.","","","","No","Sreekanth Sasi",""
"May","09-05-2024 T15:25","Final Assy","ENG Sealer Block-03","Flash Writing","EEAT-211","","CM Entry","25","Cable sleeve installation activity","","","","","","Cable sleeve installed due to ribbon cable haven't ","","Electrical","Part-Failure","Yes","Ujjawal","OK"
"May","09-05-2024 T18:50","Final Assy","ENG Sealer Block-02","Flash writing","EEAT-148","B","CM Entry","20","Wire harness sleeve installation activity ","","","","","","","","Electrical","Design","No","Ujjawal","OK"
"May","09-05-2024 T19:25","Final Assy","FA-AB2","Roll Over Tester","EEAT-143","B","CM Entry","15","Cable sleeve installation activity ","","","","","","Cable sleeve installed For avoiding wire short with machine body.","","Electrical","Design","No","Ujjawal,Indrajit Behera","OK"
"May","09-05-2024 T16:00","","","","","B","Documentation","150","Daily check sheet check and confirm","","","","","","Cell Block line daily check sheet  check and confirm and signed the copy.,AB Sealer block-1 &2 , ENG Sealer 1 &3 daily check sheet check and confirm and signed the copy.,All daily check sheet kept on Sandeep Dhama 's  tray .","","","","Yes","Sreekanth Sasi,Dipshikha",""
"May","09-05-2024 T16:00","Mounting","MA7","LOADER","EETP-138","B","BD with No Loss","10","Chuck error coming,PCB chuck ok, But  chuck unit up time PCB touch  with jig  cushion ,ONE CARD dropped ","","","","","","Finally dropped pcb manually take out and m/c origin after that other  jig insttal  after that m/c run ok ","Request to PRD don't use this NG jig ","Both","Human","No","Indrajit Behera","OK"
"May","09-05-2024 T15:15","","","","","B","PED Support","30","New PCB Router (CBMU-EV)","","","","","","Machine power on,Machine origine done. ,Dummy program run with PED ","","","","No","Sreekanth Sasi",""
"May","09-05-2024 T16:20","Mounting","AOI-08","Multi-Magazine Loader","EETP-128","B","BD with No Loss","10","PCB stuck problem coming,,PCB stuck in between stocker & scan conveyor ","","","","","","PCB manually take out and check found stocker slot side issue ,Finally stocker take out other stocker load found m/c run ok ","Reust to PRD one time stocker slots check ","Both","Process","No","Indrajit Behera","OK"
"May","09-05-2024 T21:30","RTS Assy.","RTS-1","Resistance Check Machine","RTS-103","B","CM Entry","25","","","","","","","Connector change with spare then ok","","Electrical","Process","No","Ujjawal","OK"
"May","09-05-2024 T21:30","RTS Assy.","RTS-2","Resistance Check Machine","RTS-203","","CM Entry","30","","","","","","","","","Electrical","Process","No","Ujjawal","OK"
"May","09-05-2024 T20:00","Final Assy","","","","","PED Support","125","New machine set up activity ","","","","","","System check work done (today three pages completed)","","Electrical","","No","Ujjawal","OK"
"May","09-05-2024 T15:20","Final Assy","AB Sealer Block-01","Flash-05","EEAT-113","B","CM Entry","15","Wire harness check","","","","","","Harness check found OK","","Electrical","","No","Ujjawal","OK"
"May","09-05-2024 T15:35","Final Assy","AB Sealer Block-02","","","","CM Entry","20","Wire harness check","","","","","","Wire harness check found OK","","Electrical","","No","Ujjawal","OK"
